"","budget","id","imdb_id","original_language","original_title","popularity","release_year","release_date","revenue","runtime","title","vote_average","vote_count"
"11030",0,129882,"tt0847510","en","Phantom Love",0.582257,2007,"1/1/07",0,87,"Phantom Love",5,6
"11031",0,140231,"tt0416712","hi","Elaan",1.598655,2005,"1/14/05",0,0,"Elaan",6,5
"11032",0,20623,"tt0443708","hi","Page 3",0.684585,2005,"1/21/05",0,139,"Page 3",6.4,11
"11033",0,249347,"tt0412904","ru","Пейза́ж",0.040395,2003,"10/16/03",0,60,"Landscape",1,1
"11034",0,278269,"tt0290031","ru","Poselenie",0.17833,2001,"10/31/01",0,77,"The Settlement",3.8,5
"11035",0,88860,"tt0103132","lt","Trys dienos",0.536387,1992,"12/12/92",0,75,"Three Days",6.5,6
"11036",0,201639,"tt0961109","en","Bloody Mondays & Strawberry Pies",0.023148,2008,"10/1/08",0,80,"Bloody Mondays & Strawberry Pies",0,0
"11037",0,245324,"tt0090998","de","Egomania - Insel ohne Hoffnung",1.112241,1986,"10/24/86",0,84,"Egomania: Island Without Hope",6,2
"11038",0,71117,"tt0332706","ja","Mizu no Onna",0.151743,2002,"9/12/02",0,115,"Woman of Water",7.7,3
"11039",0,202662,"tt0057381","hu","Oldás és kötés",0.368265,1963,"2/28/63",0,94,"Cantata",8.5,2
"11040",0,31450,"tt0469691","en","Pavee Lackeen: The Traveller Girl",0.616934,2005,"7/7/05",0,87,"Pavee Lackeen: The Traveller Girl",6.7,3
"11041",0,138093,"tt1325619","en","Predstavleniye",0.110644,2008,"6/15/08",0,82,"Revue",6.3,3
"11042",0,69022,"tt0440730","en","Прямохождение",0.252171,2005,"5/2/05",2800,90,"Bipedalism",2.5,5
"11043",0,64404,"tt0063529","fr","Le révélateur",0.206755,1968,"1/1/68",0,67,"Le révélateur",6.8,4
"11044",0,149455,"tt0059655","uk","Криниця для спраглих",0.141187,1965,"1/1/65",0,70,"A Spring for the Thirsty",8.5,2
"11045",478000,84848,"tt0445694","es","Sangre",0.170569,2006,"2/1/06",0,90,"Blood",3.7,3
"11046",0,92988,"tt0117945","en","Die Totale Therapie",0.006331,1996,"1/1/96",0,115,"Die Totale Therapie",0,0
"11047",0,10500,"tt0235841","de","Die Unberührbare",0.660998,2000,"4/20/00",0,110,"No Place to Go",6.5,2
"11048",0,101965,"tt0111555","ja","Undo",0.975006,1994,"10/7/94",0,47,"Undo",3,3
"11049",0,149727,"tt0064680","ka","ვედრება",0.27382,1968,"9/5/68",0,72,"The Plea",6.3,4
"11050",0,19008,"tt0115040","sk","Záhrada",0.466638,1995,"6/9/95",0,99,"The Garden",6.9,8
"11051",0,108949,"tt0077740","tl","Insiang",2.347695,1976,"12/25/76",0,95,"Insiang",7.5,7
"11052",0,11869,"tt0034076","de","Quax, der Bruchpilot",0.190565,1941,"12/16/41",0,92,"Quax, der Bruchpilot",6.3,4
"11053",0,128714,"tt0126100","en","Tess of the D'Urbervilles",0.767216,1998,"3/8/98",0,180,"Tess of the D'Urbervilles",6.6,5
"11054",0,45677,"tt0808462","en","7 Ans",0.045413,2006,"1/1/06",0,86,"7 Years",5,1
"11055",0,8846,"tt0433770","de","Allein",0.666796,2004,"10/28/04",0,88,"Alone",7.1,7
"11056",0,84023,"tt0166503","ky","Beshkempir",0.176254,1998,"8/11/98",0,81,"The Adopted Son",4,2
"11057",0,101917,"tt0159290","nl","Bluebird",0.039123,2004,"4/10/04",0,77,"Bluebird",5,1
"11058",0,56487,"tt0409785","de","Der Busenfreund",0.051062,1997,"1/1/97",0,60,"The Bosom Friend",8,1
"11059",0,46212,"tt0175581","sk","Drak sa vracia",0.036472,1968,"5/10/68",0,84,"Dragon's Return",5,1
"11060",0,76547,"tt0260036","fr","Félix et Lola",0.219383,2001,"3/7/01",0,89,"Felix and Lola",5.5,2
"11061",0,182991,"tt0390005","en","Finisterre",0.002539,2003,"5/22/03",0,57,"Finisterre",0,0
"11062",0,376951,"tt0297899","en","Francis Bacon",0.000308,1988,"1/1/88",0,55,"Francis Bacon",5,1
"11063",0,372946,"tt1346954","ja","Hako",0.002672,2003,"6/6/03",0,68,"The Box",0,0
"11064",0,100086,"tt0357283","ur","Silent Waters",0.146994,2003,"8/15/03",0,99,"Silent Waters",7,2
"11065",0,125795,"tt0288092","sl","Kruh in mleko",0.218845,2001,"3/31/01",0,68,"Bread and Milk",5.5,2
"11066",0,350765,"tt0074770","en","Langsamer Sommer",0.112442,1976,"1/1/76",0,84,"Langsamer Sommer",5,3
"11067",0,225760,"tt0392364","en","Lulu",0.304627,2005,"12/7/05",0,75,"Lulu",5,2
"11068",0,114645,"tt0068939","el","Μέρες του '36",0.023867,1972,"9/30/72",0,105,"Days of 36",6.1,4
"11069",0,36895,"tt0119687","ja","萌の朱雀",3.340118,1997,"1/1/97",0,95,"Suzaku",6.4,14
"11070",0,282553,"tt1120908","en","De muze",0.110908,2007,"9/30/07",0,72,"The Muse",0,0
"11071",0,67355,"tt0119795","en","No Child of Mine",0.001408,1997,"2/25/97",0,82,"No Child of Mine",0,0
"11072",0,44436,"tt1560776","en","Oddsac",0.364854,2010,"8/4/10",0,54,"Oddsac",5.6,10
"11073",0,103953,"tt0210200","ja","大いなる幻影",0.059715,1999,"12/11/99",0,95,"Barren Illusion",6,1
"11074",2700000,64944,"tt0910935","fr","Pas Douce",0.00376,2007,"5/30/07",0,84,"A Parting Shot",0,0
"11075",0,70794,"tt0209280","fr","Rien à faire",0.054167,2000,"2/21/00",0,105,"Empty Days",6,1
"11076",0,35749,"tt0159948","en","Alice In Acidland",0.479417,1968,"1/1/68",0,55,"Alice In Acidland",4.4,5
"11077",0,302436,"tt0195281","en","Snegurochka",0.595183,1968,"10/12/68",0,90,"The Snow Maiden",6,1
"11078",27000,271124,"tt0388544","en","Woodenhead",0.151836,2003,"7/18/03",0,90,"Woodenhead",5.2,3
"11079",0,48449,"tt0105884","en","Het Zakmes",0.486142,1992,"10/15/92",0,90,"The Pocket-knife",6.4,4
"11080",250000,39241,"tt0056819","en","Alleman",0.200911,1963,"1/1/63",0,90,"The Human Dutch",6.3,3
"11081",0,112044,"tt1202515","en","Atlantis",0.004706,2008,"9/19/08",0,90,"Atlantis",0,0
"11082",0,39798,"tt0456836","ja","バッシング",0.279208,2005,"5/12/05",0,82,"Bashing",6.3,2
"11083",6e+06,16403,"tt0380249","sr","Čarlston za Ognjenku",1.836576,2008,"1/30/08",0,86,"Tears for Sale",6.1,5
"11084",0,106538,"tt0386092","en","Un amour de femme",0.620213,2001,"1/1/01",0,89,"Un amour de femme",5.7,13
"11085",0,143959,"tt1786650","fi","Risto Räppääjä ja Viileä Venla",0.009599,2012,"2/20/12",0,72,"Ricky Rapper and Cool Wendy",0,0
"11086",1300000,293313,"tt2956666","en","Risto Räppääjä ja liukas Lennart",0.020492,2014,"2/7/14",0,77,"Risto Räppääjä ja liukas Lennart",0,0
"11087",2100000,293471,"tt2571776","en","Onneli ja Anneli",0.017998,2014,"1/17/14",0,80,"Jill and Joy",0,0
"11088",0,61320,"tt0299878","cs","Fimfárum Jana Wericha",0.297479,2002,"11/28/02",0,100,"Fimfárum Jana Wericha",4.8,3
"11089",0,72654,"tt0997062","en","Foreldrar",0.110061,2007,"1/19/07",0,90,"Parents",4,2
"11090",0,78563,"tt1756595","fr","Les géants",0.588546,2011,"5/20/11",0,84,"The Giants",7.1,14
"11091",0,84026,"tt0345128","en","Les glaneurs et la glaneuse... deux ans après",0.299014,2002,"12/18/02",0,63,"The Gleaners and I: Two Years Later",6.6,8
"11092",0,27496,"tt0064729","en","Nightmare in Wax",0.91329,1969,"5/14/69",0,98,"Nightmare in Wax",5,3
"11093",0,70748,"tt0327205","pt","Uma Onda no Ar",0.003374,2002,"9/6/02",0,92,"Uma Onda no Ar",0,0
"11094",0,186738,"tt0144782","pt","O Bandido da Luz Vermelha",0.745164,1968,"12/2/68",0,92,"The Red Light Bandit",7.6,5
"11095",0,116146,"tt0126968","pt","Iracema, Uma Transa Amazônica",0.002001,1976,"1/1/76",0,91,"Iracema, Uma Transa Amazônica",6.5,2
"11096",0,286367,"tt2609998","en","Classroom 6",1.348183,2014,"4/8/14",0,76,"Classroom 6",4.8,9
"11097",0,178687,"tt2676710","en","616: Paranormal Incident",1.445628,2013,"2/12/13",0,83,"616: Paranormal Incident",3.1,8
"11098",0,52416,"tt0927595","ko","D-day - 어느날 갑자기 세번째 이야기",0.686167,2006,"8/3/06",0,93,"4 Horror Tales - Roommates",6.3,4
"11099",0,236007,"tt0813540","en","Naksha",0.083143,2006,"9/7/06",0,0,"Naksha",4,1
"11100",0,20182,"tt0142074","en","Alien Abduction: Incident in Lake County",3.726699,1998,"1/20/98",0,93,"Alien Abduction: Incident in Lake County",5.9,29
"11101",0,347807,"tt0456413","hi","Fight Club: Members Only",0.109991,2006,"2/17/06",0,140,"Fight Club: Members Only",2.5,2
"11102",0,92193,"tt0831816","hi","Shiva",0.079669,2006,"9/15/06",0,119,"Shiva",3.5,2
"11103",0,41078,"tt0121431","hu","János Vitéz",2e-06,1973,"5/1/73",0,74,"Johnny Corncob",0,0
"11104",0,103539,"tt1464239","kk","Kelin",0.403549,2009,"6/26/09",0,84,"Kelin",4.5,4
"11105",0,17582,"tt1280566","en","Khamsa",0.510151,2008,"10/8/08",0,110,"Khamsa",5.3,6
"11106",0,21751,"tt0400598","nl","Lepel",0.309836,2005,"2/2/05",1589109,96,"Spoon",0,0
"11107",0,104172,"tt0164724","de","Die letzte Rache",0.071004,1982,"11/4/82",0,0,"Die letzte Rache",8.3,2
"11108",0,121754,"tt0342777","en","Misa mi",2.458467,2003,"12/19/03",0,80,"Misa mi",0,0
"11109",0,49782,"tt0060740","sv","Nattlek",0.378035,1966,"9/12/66",0,105,"Night Games",6.3,6
"11110",0,96419,"tt0089739","es","Oriana",0.055894,1985,"9/8/85",0,88,"Oriana",3.8,5
"11111",0,82342,"tt0385932","en","Paradise girls",0.002353,2005,"3/5/05",0,97,"Paradise girls",0,0
"11112",0,347317,"tt0222299","nl","Princess",0.006464,1969,"1/1/69",0,90,"Princess",0,0
"11113",0,85087,"tt0899095","fr","Rêves de poussière",0.110208,2008,"1/30/08",0,86,"Dreams of Dust",8.5,2
"11114",0,90034,"tt0021309","fr","Le Roman de Renard",0.327667,1937,"4/9/37",0,65,"The Tale of the Fox",6,8
"11115",0,172973,"tt0127887","en","Si je t'aime, prends garde à toi",0.050356,1998,"5/26/98",0,0,"Beware of My Love",0,0
"11116",0,49908,"tt0304776","hu","Szép napok",0.277267,2002,"6/6/02",0,99,"Pleasant Days",5.8,3
"11117",0,80324,"tt0054119","pl","Niewinni czarodzieje",0.407564,1960,"12/17/60",0,87,"Innocent Sorcerers",7.7,3
"11118",85,89242,"tt0060362","en","East of Sudan",0.80404,1964,"10/2/64",0,85,"East of Sudan",4.8,3
"11119",0,190410,"tt1637699","it","Maledimiele",1.088715,2012,"4/19/12",0,93,"Maledimiele",6.7,7
"11120",0,200016,"tt0135667","hu","Tamás és Juli",0.036472,1997,"12/18/97",0,70,"Tamas and Juli",6,1
"11121",0,93440,"tt0380758","ru","Tishe!",0.994835,2003,"10/1/03",0,82,"Hush!",5.3,4
"11122",0,97707,"tt0114684","de","Tod für fünf Stimmen",0.179702,1995,"6/6/95",0,60,"Gesualdo: Death for Five Voices",7,4
"11123",0,342686,"tt0309012","en","Ubitye molniey",0.118265,2002,"6/27/02",0,65,"Killed by Lightning",8,1
"11124",0,99495,"tt1714758","es","Verano de Goliat",0.106521,2011,"7/8/11",0,78,"Summer of Goliath",5,1
"11125",0,100017,"tt0488903","de","Verfolgt",2.964103,2006,"8/6/06",0,87,"Hounded",4.8,7
"11126",0,252476,"tt0418305","en","Время жатвы",0.037647,2004,"6/25/04",0,67,"Harvest Time",5,1
"11127",0,70967,"tt0064225","fr","Dernier domicile connu",0.057547,1970,"7/25/70",0,0,"Last Known Address",7.1,8
"11128",0,71630,"tt0086214","fr","Le Ruffian",0.242037,1983,"1/12/83",0,0,"Le Ruffian",6.7,6
"11129",0,384262,"tt5210376","fi","Takaisin pintaan",0.287734,2016,"2/19/16",0,90,"Diving Into the Unknown",7,7
"11130",0,90616,"tt0113135","en","Future War",0.616623,1997,"1/28/97",0,90,"Future War",2,11
"11131",0,366736,"tt4273570","sq","Shok",0.633237,2015,"4/10/15",0,21,"Friend",7.7,9
"11132",0,36204,"tt0995740","en","No Smoking",1.129091,2007,"10/26/07",0,160,"No Smoking",6,7
"11133",0,59904,"tt0995827","en","The Train: Some Lines Shoulder Never Be Crossed...",0.087513,2007,"6/7/07",0,134,"The Train: Some Lines Shoulder Never Be Crossed...",5,1
"11134",0,19418,"tt0995035","hi","Dhol",0.877038,2007,"9/14/07",0,145,"Dhol",5.9,7
"11135",0,66537,"tt0099406","fr","La désenchantée",3.723832,1990,"10/31/90",0,78,"The Disenchanted",5,6
"11136",0,15974,"tt0991346","hi","भूतनाथ",1.284459,2008,"5/9/08",0,151,"Bhoothnath",6.3,29
"11137",0,383255,"tt5354986","sr","Dubina dva",0.102186,2016,"2/13/16",0,80,"Depth Two",4,1
"11138",0,14193,"tt0995752","hi","Tashan",0.868335,2008,"4/25/08",0,148,"Tashan",3.9,9
"11139",0,330381,"tt3876860","hu","Liliom ösvény",0.632632,2016,"5/19/16",0,91,"Lily Lane",0,0
"11140",0,55376,"tt1156148","en","Karzzzz",0.177779,2008,"10/17/08",0,142,"Karzzzz",1.3,3
"11141",0,36919,"tt0081730","en","Vrchní, prchni!",0.118324,1981,"1/1/81",0,88,"Waiter, Scarper!",7,8
"11142",0,342163,"tt4400028","es","Sin hijos",1.7125,2015,"5/14/15",0,0,"Sin hijos",6.8,16
"11143",0,371462,"tt3777860","en","Mammal",0.274712,2016,"4/1/16",0,99,"Mammal",10,1
"11144",0,75282,"tt1823744","en","Scenes from the Suburbs",1.015569,2011,"3/1/11",0,28,"Scenes from the Suburbs",6.7,13
"11145",0,148411,"tt0275256","en","Chermeni",0.25,1970,"1/1/70",0,0,"Chermeni",0,0
"11146",0,43925,"tt0440270","pt","O Diabo a Quatro",0.565814,2005,"7/8/05",0,108,"O Diabo a Quatro",4.8,3
"11147",0,65771,"tt1616096","da","Dreng",0.487798,2011,"1/27/11",0,97,"Boy",5.3,4
"11148",0,129518,"tt0460443","nl","Eilandgasten",0.043189,2005,"10/4/05",0,81,"Island Guests",8,1
"11149",0,38668,"tt0156524","de","Der ewige Jude",1.595573,1940,"11/28/40",0,62,"The Eternal Jew",4,12
"11150",0,44517,"tt0299876","es","La fiebre del loco",0.31291,2001,"10/4/01",0,94,"Loco Fever",8,2
"11151",0,52538,"tt0388242","fr","Mariages !",1.803989,2004,"4/21/04",0,0,"Mariages !",5.1,27
"11152",0,83889,"tt2071613","te","Businessman",0.663859,2012,"1/13/12",0,140,"Businessman",6.9,9
"11153",0,48315,"tt0108342","en","Time Runner",0.706342,1993,"3/17/93",0,90,"Time Runner",4.6,5
"11154",7e+06,111836,"tt2304655","te","Gabbar Singh",0.795228,2012,"5/11/12",1.6e+07,136,"Gabbar Singh",5.1,6
"11155",0,80805,"tt0375066","te","సింహాద్రి",0.835405,2003,"7/9/03",0,150,"Simhadri",6.7,3
"11156",0,349135,"tt4443784","en","Roboshark",1.448969,2015,"7/23/15",0,87,"Roboshark",4.7,12
"11157",0,67988,"tt0859601","en","Curse of the Wolf",0.119542,2006,"1/1/06",0,105,"Curse of the Wolf",4.7,3
"11158",12000,28188,"tt0439309","en","Swamp Zombies!!!",0.229139,2005,"7/22/05",0,90,"Swamp Zombies!!!",3.3,3
"11159",0,196907,"tt0278304","fr","L'ange de goudron",0.043688,2001,"8/23/01",0,0,"L'ange de goudron",0,0
"11160",0,84904,"tt2049474","it","Italy: Love It, or Leave it",0.128687,2011,"9/14/11",0,75,"Italy: Love It, or Leave it",6.3,3
"11161",0,104927,"tt0166377","it","Il terzo occhio",0.102133,1966,"6/11/66",0,98,"The Third Eye",6,2
"11162",0,85708,"tt1183946","hi","The Stoneman Murders",0.005061,2009,"2/13/09",0,0,"The Stoneman Murders",0,0
"11163",0,187579,"tt1122593","en","Kike Like Me",0.00496,2007,"6/1/07",0,60,"Kike Like Me",0,0
"11164",0,112346,"tt0349752","en","Loverboy",0.110988,2003,"4/12/03",0,79,"Loverboy",6.5,2
"11165",0,96594,"tt0093460","nl","Een Maand Later",0.001655,1987,"9/17/87",0,0,"Een Maand Later",0,0
"11166",0,308671,"tt0450302","de","Meine Frau, meine Freunde und ich",0.004957,2004,"6/27/04",0,0,"Meine Frau, meine Freunde und ich",0,0
"11167",0,97547,"tt0082731","nl","Het meisje met het rode haar",0.124225,1981,"9/17/81",0,110,"The Girl with the Red Hair",6.3,3
"11168",7500000,24603,"tt1433905","hi","All The Best",1.071906,2009,"10/16/09",0,144,"All The Best",6,12
"11169",0,78701,"tt0396690","hi","Kisna: The Warrior Poet",0.176189,2005,"1/21/05",0,170,"Kisna: The Warrior Poet",6.7,3
"11170",0,8144,"tt0065367","it","Abre tu fosa, amigo, llega Sábata...",0.005954,1971,"4/2/71",0,88,"Dig Your Grave Friend... Sabata's Coming",0,0
"11171",0,77257,"tt0071478","es","Exorcismo",0.605524,1975,"3/10/75",0,90,"Exorcismo",7.5,2
"11172",0,276537,"tt3219604","en","The Last Man on the Moon",1.117829,2016,"2/26/16",0,99,"The Last Man on the Moon",6.3,21
"11173",0,28812,"tt0070417","es","La muerte llama a las 10",0.088333,1974,"8/5/74",0,90,"The Killer Wore Gloves",5.5,2
"11174",0,77859,"tt0306646","ja","チリンの鈴",0.640594,1978,"3/11/78",0,46,"Ringing Bell",7.2,5
"11175",0,256103,"tt3506934","ko","야간비행",0.779126,2014,"2/9/14",0,134,"Night Flight",7.8,11
"11176",7500000,44565,"tt1455811","hi","Khatta Meetha",0.494047,2010,"7/23/10",1e+07,155,"Khatta Meetha",5.1,10
"11177",1e+07,44978,"tt1562859","hi","Golmaal 3",0.910979,2010,"11/5/10",0,155,"Golmaal 3",5,17
"11178",0,354388,"tt4881016","en","No Home Movie",0.371059,2015,"8/10/15",0,115,"No Home Movie",8.1,7
"11179",0,79836,"tt1815753","it","Il giorno in più",1.273677,2011,"12/2/11",0,0,"Il giorno in più",6.2,24
"11180",0,61203,"tt1916728","hi","Shor in the City",0.661642,2011,"4/28/11",0,107,"Shor in the City",6.5,9
"11181",0,53569,"tt1734110","hi","No One Killed Jessica",0.785505,2011,"1/7/11",0,136,"No One Killed Jessica",6.5,21
"11182",130,73582,"tt1729637","hi","Bodyguard",2.402032,2011,"8/31/11",8,130,"Bodyguard",5.2,29
"11183",0,259460,"tt3595966","es","Conducta",1.006481,2014,"1/16/14",0,108,"Behavior",7,14
"11184",0,384894,"tt5106298","en","Conspiracy Encounters",0.212769,2016,"2/9/16",0,106,"Conspiracy Encounters",2.5,2
"11185",0,362243,"tt3828058","cs","Rodinný film",0.355191,2016,"2/18/16",0,95,"Family Film",7,3
"11186",0,105833,"tt0063544","ja","さらば夏の光",0.210024,1968,"12/31/68",0,96,"Farewell to the Summer Light",8,3
"11187",0,250919,"tt0187526","de","Der Struwwelpeter",0.106199,1955,"1/23/55",0,79,"Der Struwwelpeter",7,1
"11188",0,31319,"tt0061059","ja","Taiji Ga Mitsuryô Suru Toki",1.036063,1966,"7/1/66",0,72,"The Embryo Hunts in Secret",6.2,9
"11189",1e+06,135362,"tt0492916","en","De uitverkorene",0.32369,2006,"6/2/06",0,92,"The chosen",5.3,2
"11190",0,20934,"tt0191625","ru","Varvara-Krasa, Dlinnaya Kosa",0.559277,1969,"1/1/69",0,81,"Barbara the Fair with the Silken Hair",6.1,5
"11191",0,89722,"tt0840027","en","Visions of Suffering",0.333848,2006,"9/26/06",0,120,"Visions of Suffering",3,1
"11192",0,57983,"tt0057894","cs","Bláznova kronika",0.077088,1964,"5/5/64",0,82,"The Jester's Tale",7,2
"11193",0,369366,"tt4172096","en","Last Day of Freedom",0.182998,2015,"4/11/15",0,32,"Last Day of Freedom",7.3,3
"11194",0,72615,"tt0067076","sv","Exponerad",3.449513,1971,"8/23/71",0,90,"Exposed",5.1,12
"11195",0,53472,"tt0109808","de","De Flat",0.367507,1994,"4/21/94",0,0,"De Flat",7,2
"11196",0,180555,"tt0481821","fr","Critique de la Séparation",0.213032,1961,"3/25/61",0,18,"Critique of Separation",7,4
"11197",0,382517,"tt4938374","en","Open Season: Scared Silly",4.452672,2015,"12/31/15",0,85,"Open Season: Scared Silly",5.5,57
"11198",0,369364,"tt5144072","pa","A Girl in the River: The Price of Forgiveness",0.40722,2015,"10/28/15",0,43,"A Girl in the River: The Price of Forgiveness",8.1,9
"11199",0,238529,"tt1866282","en","Triangle: Remembering the Fire",0.053228,2011,"3/21/11",0,40,"Triangle: Remembering the Fire",0,0
"11200",0,108582,"tt0047032","en","Go Man Go",0.139958,1954,"1/27/54",0,82,"Go Man Go",5,1
"11201",0,37311,"tt0050166","en","Band of Angels",1.570377,1957,"8/3/57",0,125,"Band of Angels",5,7
"11202",0,334495,"tt2400291","en","The Barkley Marathons: The Race That Eats Its Young",2.276543,2014,"10/26/14",0,90,"The Barkley Marathons: The Race That Eats Its Young",8.1,25
"11203",0,292214,"tt0361800","en","Killer Cop",0.004889,2002,"10/15/02",0,0,"Killer Cop",0,0
"11204",0,78202,"tt0316016","de","Impressionen unter Wasser",0.186092,2002,"8/21/02",0,45,"Underwater Impressions",6.6,5
"11205",0,73123,"tt0382095","nl","In Oranje",0.485999,2004,"4/28/04",0,90,"In Orange",7,6
"11206",0,220154,"tt0338176","fr","The King's Beard",0.002888,2002,"10/2/02",0,0,"The King's Beard",0,0
"11207",0,47231,"tt0107331","nl","De kleine blonde dood",0.872157,1993,"3/11/93",0,95,"Little Blond Death",7.2,10
"11208",0,324408,"tt0970499","de","Der Kronzeuge",0.145349,2007,"12/12/07",0,NA,"Der Kronzeuge",6,2
"11209",0,180240,"tt0304483","nl","Normaal: Ik Kom Altied Weer Terug",0,1900,NA,0,NA,"Normaal: Ik Kom Altied Weer Terug",0,0
"11210",0,799,"tt0161935","de","Pünktchen und Anton",0.309062,1999,"3/11/99",0,107,"Annaluise & Anton",7.3,7
"11211",0,54560,"tt0095967","en","Regi Andrej Tarkovskij",0.017296,1988,"9/23/88",0,102,"Directed by Andrei Tarkovsky",7,2
"11212",0,70119,"tt0381551","fr","Le roman de Georgette",0.037648,2003,"1/1/03",0,100,"Le roman de Georgette",6,1
"11213",0,259387,"tt0114623","nl","De tasjesdief",0.007424,1995,"4/6/95",0,96,"The Purse Snatcher",0,0
"11214",0,219166,"tt0105593","de","Die Tigerin",1.173119,1992,"1/1/92",0,0,"Die Tigerin",0,0
"11215",0,361181,"tt4974684","tr","Kara Bela",1.087464,2015,"9/18/15",0,0,"Kara Bela",6.8,11
"11216",0,51839,"tt0937381","nl","Zadelpijn",0.313874,2007,"4/15/07",0,0,"Zadelpijn",2.8,2
"11217",0,50179,"tt0295152","de","Die Abrafaxe - Unter schwarzer Flagge",0.848021,2001,"10/25/01",0,80,"Die Abrafaxe - Unter schwarzer Flagge",5.8,6
"11218",0,88580,"tt0061329","en","The Acid Eaters",0.107058,1968,"2/1/68",0,62,"The Acid Eaters",5,3
"11219",0,70939,"tt0118594","en","Allyson Is Watching",0.038659,1999,"8/31/99",0,90,"Allyson Is Watching",6,1
"11220",0,280840,"tt3480886","es","Ma ma",2.54364,2015,"9/11/15",1137421,111,"Ma Ma",5.9,36
"11221",0,264206,"tt2679480","en","Sulemani Keeda",0.10162,2014,"9/30/14",0,89,"Sulemani Keeda",0,1
"11222",0,256907,"tt3449320","hi","Darr @ the Mall",1.283475,2014,"2/21/14",0,124,"Darr @ the Mall",5.5,4
"11223",0,292830,"tt3619854","en","Creature",0.129933,2014,"9/12/14",0,134,"Creature",3.3,3
"11224",0,325892,"tt4333674","hi","Hunterrr",0.576446,2015,"3/20/15",0,141,"Hunterrr",5.4,5
"11225",0,26743,"tt0234889","en","Thumbtanic",0.871762,2000,"7/7/00",0,26,"Thumbtanic",6.4,8
"11226",0,51306,"tt1737237","zh","人在囧途",0.998342,2010,"6/4/10",0,91,"Lost on Journey",6.2,15
"11227",0,295715,"tt3512282","ja","柘榴坂の仇討",0.74993,2014,"9/20/14",0,120,"Snow on The Blades",5.7,3
"11228",0,50658,"tt0282378","nl","Bella Bettien",0.207304,2002,"4/17/02",0,102,"Bella Bettien",6.4,1
"11229",0,295782,"tt1256505","de","Die Frau, die im Wald verschwand",0.006667,2009,"4/29/09",0,NA,"Die Frau, die im Wald verschwand",0,0
"11230",0,52088,"tt0326976","en","Intoxicating",0.219621,2003,"7/1/03",0,103,"Intoxicating",5.8,3
"11231",0,52371,"tt1705118","nl","LelleBelle",4.653678,2010,"10/9/10",0,89,"LelleBelle",5.5,11
"11232",0,45047,"tt0067508","sv","Någon att älska",0.086545,1968,"10/18/68",0,85,"The Seduction of Inga",5,1
"11233",0,76323,"tt0120565","da","Ørnens øje",0.23176,1997,"3/21/97",0,91,"Eye of the Eagle",4.7,3
"11234",0,168712,"tt0122202","en","Panic in the Skies",1.443855,2006,"10/13/06",0,90,"Panic in the Skies",0.5,1
"11235",0,12495,"tt0052199","de","Das singende, klingende Bäumchen",1.611034,1957,"12/13/57",0,74,"The Singing Ringing Tree",6.1,13
"11236",0,191385,"tt0924004","ja","幽閉者　テロリスト",0.004948,2007,"2/2/07",0,113,"Prisoner/Terrorist",0,0
"11237",0,4134,"tt0481976","en","Het zwijgen",0.039352,2006,"3/23/06",0,90,"Het zwijgen",6,1
"11238",0,15838,"tt1087841","da","Disco ormene",0.639577,2008,"9/7/08",0,79,"Sunshine Barry & the Disco Worms",5.2,12
"11239",0,61863,"tt0113434","en","Invisible Mom",0.080736,1997,"5/20/97",0,91,"Invisible Mom",3,1
"11240",4170000,24285,"tt0314502","nl","Phileine zegt sorry",0.970785,2003,"10/9/03",0,95,"Phileine Says Sorry",5.5,9
"11241",0,18265,"tt0108176","en","Sódóma Reykjavík",0.1725,1992,"9/9/92",0,78,"Remote Control",5.9,5
"11242",0,349008,"tt1170410","en","Sommerhuset",0.084966,2008,"2/22/08",0,45,"Summers Past",3.8,2
"11243",0,111114,"tt2120832","en","Shock Head Soul",0.007336,2011,"9/3/11",0,86,"Shock Head Soul",0,0
"11244",0,65885,"tt0096878","fr","Les baisers de secours",0.003553,1989,"5/31/89",0,90,"Emergency Kisses",7.3,3
"11245",0,60948,"tt0066121","cs","Na kometě",0.937762,1970,"10/9/70",0,74,"On the Comet",5.6,6
"11246",0,161359,"tt0102360","nl","Lyrisch nitraat",0.017788,1991,"2/20/91",0,50,"Lyrical Nitrate",0,0
"11247",0,88051,"tt0050800","en","On the Bowery",0.639828,1957,"3/18/57",0,65,"On the Bowery",6.3,9
"11248",0,95385,"tt1572501","da","Beast",0.567637,2011,"10/15/11",0,83,"Beast",6.5,2
"11249",0,102860,"tt2043879","pt","Histórias que só Existem Quando Lembradas",0.112679,2011,"9/2/11",0,98,"Found Memories",8.5,2
"11250",0,169877,"tt1961210","fr","Bovines",0.008321,2012,"2/22/12",0,64,"Bovines",0,0
"11251",0,28642,"tt0485798","ru","Gradiva (C'est Gradiva qui vous appelle)",2.082789,2006,"9/7/06",0,115,"It's Gradiva Who Is Calling You",7.2,10
"11252",0,324083,"tt0257862","fr","Leçon de vie",0.001648,1995,"4/11/95",0,0,"Life Lesson",0,0
"11253",0,348273,"tt1058078","de","Finale",0.703549,2007,"7/17/07",0,75,"Finale",2.8,3
"11254",0,106134,"tt1748113","en","Meanwhile",0.394111,2011,"11/29/11",0,60,"Meanwhile",6.3,4
"11255",0,111650,"tt0039949","en","Valahol Európában",0.19593,1948,"11/19/48",0,100,"It Happened in Europe",5.3,4
